Fuel Type Code,Station Name,City,State,ZIP,Status Code,Latitude,Longitude,Country,Georeference
ELEC,Champion Parking W 76th Street - Tesla Destination,New York,NY,10023,E,40.781547,-73.980475,US,POINT (-73.980475 40.781547)
ELEC,Icon Parking 1056 5th Avenue - Tesla Destination,New York,NY,10028,E,40.782031,-73.959484,US,POINT (-73.959484 40.782031)
ELEC,Parkright 670 W 43rd Street - Tesla Destination,New York,NY,10036,E,40.762189,-73.999714,US,POINT (-73.999714 40.762189)
ELEC,MPG 340 East 93rd - Tesla Destination,New York,NY,10128,E,40.781413,-73.946377,US,POINT (-73.946377 40.781413)
ELEC,Rapidpark 25-27 Beekman Street - Tesla Destination,New York,NY,10038,E,40.710786,-74.006017,US,POINT (-74.006017 40.710786)
ELEC,Highrise Parking,New York,NY,10023,E,40.777905,-73.982299,US,POINT (-73.982299 40.777905)
ELEC,The St. Regis,New York,NY,10022,E,40.761397,-73.974612,US,POINT (-73.974612 40.761397)
ELEC,MPG 500 West 30th - Tesla Destination,New York,NY,10001,E,40.752205,-74.001493,US,POINT (-74.001493 40.752205)
ELEC,iPark NYC 455 Central Park West - Tesla Destination,New York,NY,10025,E,40.797771,-73.96142,US,POINT (-73.96142 40.797771)
ELEC,Quik Park Garden Lots LLC - Tesla Destination,New York,NY,10001,E,40.749073,-73.990032,US,POINT (-73.990032 40.749073)
ELEC,181 E 73rd Street,New York,NY,10021,E,40.77082,-73.96068,US,POINT (-73.96068 40.77082)
ELEC,435 E. 55th St.,New York,NY,10022,E,40.75657,-73.96226,US,POINT (-73.96226 40.75657)
ELEC,Icon Parking 155 E 29th Street - Tesla Destination,New York,NY,10016,E,40.742821,-73.980913,US,POINT (-73.980913 40.742821)
ELEC,AAA NORTHEAST STATION4B,New York,NY,10034,E,40.870842,-73.912571,US,POINT (-73.912571 40.870842)
